handshake_id,session_id,protocol,client_ip,client_port,start_time,end_time,turnaround_latency_ms,total_duration_ms,client_hello_bytes,server_hello_bytes,total_client_bytes,total_server_bytes,status
1880,3,Hybrid-PQC,192.168.1.4,55378,2026-09-09T17:33:50.615912,2026-09-09T17:33:50.634614,1.114,18.702,1249,1268,1399,1268,SUCCESS
1881,3,Classical-TLS,192.168.1.5,50411,2026-09-09T17:34:01.948940,2026-09-09T17:34:02.649854,0.595,700.914,1364,1783,1388,1783,SUCCESS
1882,3,Hybrid-PQC,192.168.1.4,55379,2026-09-09T17:34:06.379811,2026-09-09T17:34:06.640493,0.831,260.682,1249,1268,1399,1268,SUCCESS
1883,3,Hybrid-PQC,192.168.1.4,55380,2026-09-09T17:34:22.236469,2026-09-09T17:34:22.261533,0.910,25.064,1249,1268,1399,1268,SUCCESS
1884,3,Classical-TLS,192.168.1.5,50413,2026-09-09T17:34:33.379998,2026-09-09T17:34:34.130198,0.811,750.200,1364,1783,1388,1783,SUCCESS
1885,3,Hybrid-PQC,192.168.1.4,55381,2026-09-09T17:34:37.879608,2026-09-09T17:34:37.907196,1.208,27.588,1249,1268,1399,1268,SUCCESS
1886,3,Classical-TLS,192.168.1.5,50414,2026-09-09T17:34:49.128470,2026-09-09T17:34:49.832997,0.838,704.527,1364,1783,1388,1783,SUCCESS
1887,3,Hybrid-PQC,192.168.1.4,55382,2026-09-09T17:34:53.687756,2026-09-09T17:34:53.911134,1.048,223.378,1249,1268,1399,1268,SUCCESS
1888,3,Hybrid-PQC,192.168.1.4,55383,2026-09-09T17:35:09.511210,2026-09-09T17:35:09.538697,0.882,27.487,1249,1268,1399,1268,SUCCESS
1889,3,Hybrid-PQC,192.168.1.4,55384,2026-09-09T17:35:25.165012,2026-09-09T17:35:25.179148,1.243,14.136,1249,1268,1399,1268,SUCCESS
1890,3,Hybrid-PQC,192.168.1.4,55385,2026-09-09T17:35:40.790534,2026-09-09T17:35:40.826252,1.225,35.718,1249,1268,1399,1268,SUCCESS
1891,3,Hybrid-PQC,192.168.1.4,55386,2026-09-09T17:35:56.436936,2026-09-09T17:35:56.458891,1.092,21.955,1249,1268,1399,1268,SUCCESS
1892,3,Classical-TLS,192.168.1.5,50418,2026-09-09T17:35:58.391431,2026-09-09T17:35:59.105504,0.564,714.073,1364,1783,1388,1783,SUCCESS
1893,3,Hybrid-PQC,192.168.1.4,55387,2026-09-09T17:36:12.051772,2026-09-09T17:36:12.068123,1.027,16.351,1249,1268,1399,1268,SUCCESS
1894,3,Hybrid-PQC,192.168.1.4,55388,2026-09-09T17:36:27.659061,2026-09-09T17:36:27.692040,1.079,32.979,1249,1268,1399,1268,SUCCESS
1895,3,Classical-TLS,192.168.1.5,50420,2026-09-09T17:36:29.945661,2026-09-09T17:36:30.858995,0.625,913.334,1364,1784,1388,1784,SUCCESS
1896,3,Hybrid-PQC,192.168.1.4,55389,2026-09-09T17:36:43.462449,2026-09-09T17:36:43.682884,1.341,220.435,1249,1268,1399,1268,SUCCESS
1897,3,Classical-TLS,192.168.1.5,50421,2026-09-09T17:36:45.869744,2026-09-09T17:36:46.573031,0.454,703.287,1364,1784,1388,1784,SUCCESS
1898,3,Hybrid-PQC,192.168.1.4,55390,2026-09-09T17:36:59.437639,2026-09-09T17:36:59.657266,0.819,219.627,1249,1268,1399,1268,SUCCESS
1899,3,Hybrid-PQC,192.168.1.4,55391,2026-09-09T17:37:15.271219,2026-09-09T17:37:15.292612,1.480,21.393,1249,1268,1399,1268,SUCCESS
1900,3,Hybrid-PQC,192.168.1.4,55392,2026-09-09T17:37:30.894463,2026-09-09T17:37:30.915985,1.221,21.522,1249,1268,1399,1268,SUCCESS
1901,3,Hybrid-PQC,192.168.1.4,55393,2026-09-09T17:37:46.510374,2026-09-09T17:37:46.526476,0.902,16.102,1249,1268,1399,1268,SUCCESS
1902,3,Classical-TLS,192.168.1.5,50425,2026-09-09T17:37:52.897333,2026-09-09T17:37:58.060531,0.468,5163.198,1364,1784,2752,3224,SUCCESS
1903,3,Hybrid-PQC,192.168.1.4,55394,2026-09-09T17:38:02.119195,2026-09-09T17:38:02.130642,1.039,11.447,1249,1268,1399,1268,SUCCESS
1904,3,Classical-TLS,192.168.1.5,50426,2026-09-09T17:38:13.068643,2026-09-09T17:38:13.777631,0.481,708.988,1364,1784,1388,1784,SUCCESS
1905,3,Hybrid-PQC,192.168.1.4,55395,2026-09-09T17:38:17.723249,2026-09-09T17:38:17.741871,1.017,18.622,1249,1268,1399,1268,SUCCESS
1906,3,Hybrid-PQC,192.168.1.4,55396,2026-09-09T17:38:33.335994,2026-09-09T17:38:33.353605,0.878,17.611,1249,1268,1399,1268,SUCCESS
1907,3,Classical-TLS,192.168.1.5,50428,2026-09-09T17:38:44.484106,2026-09-09T17:38:45.181595,0.472,697.489,1364,1785,1388,1785,SUCCESS
1908,3,Hybrid-PQC,192.168.1.4,55397,2026-09-09T17:38:48.948070,2026-09-09T17:38:48.973855,1.117,25.785,1249,1268,1399,1268,SUCCESS
1909,3,Classical-TLS,192.168.1.5,50429,2026-09-09T17:39:00.189799,2026-09-09T17:39:00.895168,0.552,705.369,1364,1784,1388,1784,SUCCESS
1910,3,Hybrid-PQC,192.168.1.4,55398,2026-09-09T17:39:04.778658,2026-09-09T17:39:05.002158,0.788,223.500,1249,1268,1399,1268,SUCCESS
1911,3,Classical-TLS,192.168.1.5,50430,2026-09-09T17:39:16.041828,2026-09-09T17:39:16.963426,0.547,921.598,1364,1783,1388,1783,SUCCESS
1912,3,Hybrid-PQC,192.168.1.4,55399,2026-09-09T17:39:20.601312,2026-09-09T17:39:20.618685,0.908,17.373,1249,1268,1399,1268,SUCCESS
1913,3,Hybrid-PQC,192.168.1.4,55400,2026-09-09T17:39:36.289329,2026-09-09T17:39:36.464539,1.073,175.210,1249,1268,1399,1268,SUCCESS
1914,3,Classical-TLS,192.168.1.5,50432,2026-09-09T17:39:51.163750,2026-09-09T17:39:52.069850,0.506,906.100,1364,1783,1388,1783,SUCCESS
1915,3,Hybrid-PQC,192.168.1.4,55401,2026-09-09T17:39:52.058968,2026-09-09T17:39:52.075509,0.906,16.541,1249,1268,1399,1268,SUCCESS
1916,3,Hybrid-PQC,192.168.1.4,55402,2026-09-09T17:40:07.674257,2026-09-09T17:40:07.694849,1.161,20.592,1249,1268,1399,1268,SUCCESS
1917,3,Classical-TLS,192.168.1.5,50433,2026-09-09T17:40:07.073716,2026-09-09T17:40:08.114678,0.478,1040.962,1364,1783,1388,3223,SUCCESS
1918,3,Hybrid-PQC,192.168.1.4,55403,2026-09-09T17:40:23.292265,2026-09-09T17:40:23.308272,0.790,16.007,1249,1268,1399,1268,SUCCESS
1919,3,Classical-TLS,192.168.1.5,50434,2026-09-09T17:40:23.164666,2026-09-09T17:40:24.122973,0.472,958.307,1364,1785,1388,1785,SUCCESS
1920,3,Hybrid-PQC,192.168.1.4,55404,2026-09-09T17:40:39.087660,2026-09-09T17:40:39.305897,1.533,218.237,1249,1268,1399,1268,SUCCESS
1921,3,Hybrid-PQC,192.168.1.4,55405,2026-09-09T17:40:54.907717,2026-09-09T17:40:54.923642,0.824,15.925,1249,1268,1399,1268,SUCCESS
1922,3,Hybrid-PQC,192.168.1.4,55406,2026-09-09T17:41:10.729469,2026-09-09T17:41:10.951901,0.842,222.432,1249,1268,1399,1268,SUCCESS
1923,3,Classical-TLS,192.168.1.5,50437,2026-09-09T17:41:10.729469,2026-09-09T17:41:11.635972,0.750,906.503,1364,1785,1388,1785,SUCCESS
1924,3,Hybrid-PQC,192.168.1.4,55407,2026-09-09T17:41:26.568292,2026-09-09T17:41:26.588300,1.381,20.008,1249,1268,1399,1268,SUCCESS
1925,3,Hybrid-PQC,192.168.1.4,55408,2026-09-09T17:41:42.184726,2026-09-09T17:41:42.213771,1.076,29.045,1249,1268,1399,1268,SUCCESS
1926,3,Hybrid-PQC,192.168.1.4,55409,2026-09-09T17:41:57.808006,2026-09-09T17:41:57.839100,0.737,31.094,1249,1268,1399,1268,SUCCESS
1927,3,Classical-TLS,192.168.1.5,50440,2026-09-09T17:42:04.210956,2026-09-09T17:42:04.936866,0.478,725.910,1364,1784,1388,1784,SUCCESS
1928,3,Hybrid-PQC,192.168.1.4,55410,2026-09-09T17:42:13.435653,2026-09-09T17:42:13.454209,0.818,18.556,1249,1268,1399,1268,SUCCESS
1929,3,Hybrid-PQC,192.168.1.4,55411,2026-09-09T17:42:29.169694,2026-09-09T17:42:29.400370,1.007,230.676,1249,1268,1399,1268,SUCCESS
1930,3,Classical-TLS,192.168.1.5,50442,2026-09-09T17:42:35.659277,2026-09-09T17:42:36.374436,0.593,715.159,1364,1784,1388,1784,SUCCESS
1931,3,Hybrid-PQC,192.168.1.4,55412,2026-09-09T17:42:45.015725,2026-09-09T17:42:45.041820,1.333,26.095,1249,1268,1399,1268,SUCCESS
1932,3,Classical-TLS,192.168.1.5,50443,2026-09-09T17:42:51.389069,2026-09-09T17:42:52.109885,0.789,720.816,1364,1785,1388,1785,SUCCESS
1933,3,Hybrid-PQC,192.168.1.4,55413,2026-09-09T17:43:00.647787,2026-09-09T17:43:00.674858,1.255,27.071,1249,1268,1399,1268,SUCCESS
1934,3,Classical-TLS,192.168.1.5,50444,2026-09-09T17:43:07.131865,2026-09-09T17:43:08.031248,0.571,899.383,1364,1785,1388,1785,SUCCESS
1935,3,Hybrid-PQC,192.168.1.4,55414,2026-09-09T17:43:16.269874,2026-09-09T17:43:16.284368,1.006,14.494,1249,1268,1399,1268,SUCCESS
1936,3,Classical-TLS,192.168.1.5,50445,2026-09-09T17:43:23.031032,2026-09-09T17:43:27.899766,0.511,4868.734,1364,1784,2752,1784,SUCCESS
1937,3,Hybrid-PQC,192.168.1.4,55415,2026-09-09T17:43:31.877984,2026-09-09T17:43:31.898173,1.272,20.189,1249,1268,1399,1268,SUCCESS
1938,3,Classical-TLS,192.168.1.5,50446,2026-09-09T17:43:42.902718,2026-09-09T17:43:43.597722,0.659,695.004,1364,1783,1388,1783,SUCCESS
1939,3,Hybrid-PQC,192.168.1.4,55416,2026-09-09T17:43:47.492399,2026-09-09T17:43:47.510126,1.033,17.727,1249,1268,1399,1268,SUCCESS
1940,3,Classical-TLS,192.168.1.5,50447,2026-09-09T17:43:58.604868,2026-09-09T17:43:59.302580,0.768,697.712,1364,1783,1388,1783,SUCCESS
1941,3,Hybrid-PQC,192.168.1.4,55417,2026-09-09T17:44:03.271475,2026-09-09T17:44:03.544556,1.028,273.081,1249,1268,1399,1268,SUCCESS
1942,3,Classical-TLS,192.168.1.5,50448,2026-09-09T17:44:14.434191,2026-09-09T17:44:15.339210,0.488,905.019,1364,1785,1388,1785,SUCCESS
1943,3,Hybrid-PQC,192.168.1.4,55418,2026-09-09T17:44:19.141639,2026-09-09T17:44:19.157322,1.125,15.683,1249,1268,1399,1268,SUCCESS
1944,3,Hybrid-PQC,192.168.1.4,55419,2026-09-09T17:44:34.784175,2026-09-09T17:44:34.809143,1.050,24.968,1249,1268,1399,1268,SUCCESS
1945,3,Hybrid-PQC,192.168.1.4,55420,2026-09-09T17:44:50.579573,2026-09-09T17:44:50.804820,1.024,225.247,1249,1268,1399,1268,SUCCESS
1946,3,Classical-TLS,192.168.1.5,50451,2026-09-09T17:45:01.945354,2026-09-09T17:45:02.848150,0.668,902.796,1364,1785,1388,1785,SUCCESS
1947,3,Hybrid-PQC,192.168.1.4,55421,2026-09-09T17:45:06.402844,2026-09-09T17:45:06.438733,1.072,35.889,1249,1268,1399,1268,SUCCESS
1948,3,Hybrid-PQC,192.168.1.4,55422,2026-09-09T17:45:22.030872,2026-09-09T17:45:22.050600,0.843,19.728,1249,1268,1399,1268,SUCCESS
1949,3,Hybrid-PQC,192.168.1.4,55423,2026-09-09T17:45:37.785716,2026-09-09T17:45:38.024058,0.793,238.342,1249,1268,1399,1268,SUCCESS
1950,3,Classical-TLS,192.168.1.5,50454,2026-09-09T17:45:52.426855,2026-09-09T17:45:53.338019,0.512,911.164,1364,1784,1388,1784,SUCCESS
1951,3,Hybrid-PQC,192.168.1.4,55424,2026-09-09T17:45:53.630437,2026-09-09T17:45:53.643103,2.034,12.666,1249,1268,1399,1268,SUCCESS
1952,3,Classical-TLS,192.168.1.5,50455,2026-09-09T17:46:08.356828,2026-09-09T17:46:09.075064,0.624,718.236,1364,1784,1388,1784,SUCCESS
1953,3,Hybrid-PQC,192.168.1.4,55425,2026-09-09T17:46:09.237913,2026-09-09T17:46:09.262344,1.420,24.431,1249,1268,1399,1268,SUCCESS
1954,3,Hybrid-PQC,192.168.1.4,55426,2026-09-09T17:46:24.859023,2026-09-09T17:46:24.869612,0.958,10.589,1249,1268,1399,1268,SUCCESS
1955,3,Hybrid-PQC,192.168.1.4,55427,2026-09-09T17:46:40.466495,2026-09-09T17:46:40.490809,1.338,24.314,1249,1268,1399,1268,SUCCESS
1956,3,Hybrid-PQC,192.168.1.4,55428,2026-09-09T17:46:56.088601,2026-09-09T17:46:56.105903,1.814,17.302,1249,1268,1399,1268,SUCCESS
1957,3,Hybrid-PQC,192.168.1.4,55429,2026-09-09T17:47:11.887910,2026-09-09T17:47:12.111300,1.301,223.390,1249,1268,1399,1268,SUCCESS
1958,3,Classical-TLS,192.168.1.5,50459,2026-09-09T17:47:11.987871,2026-09-09T17:47:12.684599,0.528,696.728,1364,1783,1388,1783,SUCCESS
1959,3,Hybrid-PQC,192.168.1.4,55430,2026-09-09T17:47:27.704097,2026-09-09T17:47:27.733328,1.204,29.231,1249,1268,1399,1268,SUCCESS
1960,3,Classical-TLS,192.168.1.5,50460,2026-09-09T17:47:27.696763,2026-09-09T17:47:28.416645,0.661,719.882,1364,1784,1388,1784,SUCCESS
1961,3,Hybrid-PQC,192.168.1.4,55431,2026-09-09T17:47:43.332257,2026-09-09T17:47:43.354599,1.028,22.342,1249,1268,1399,1268,SUCCESS
1962,3,Hybrid-PQC,192.168.1.4,55432,2026-09-09T17:47:58.949113,2026-09-09T17:47:58.969418,1.121,20.305,1249,1268,1399,1268,SUCCESS
1963,3,Hybrid-PQC,192.168.1.4,55433,2026-09-09T17:48:14.569763,2026-09-09T17:48:14.585374,0.985,15.611,1249,1268,1399,1268,SUCCESS
1964,3,Classical-TLS,192.168.1.5,50463,2026-09-09T17:48:14.850875,2026-09-09T17:48:15.586110,0.570,735.235,1364,1785,1388,1785,SUCCESS
1965,3,Hybrid-PQC,192.168.1.4,55434,2026-09-09T17:48:30.176781,2026-09-09T17:48:30.190441,0.932,13.660,1249,1268,1399,1268,SUCCESS
1966,3,Classical-TLS,192.168.1.5,50464,2026-09-09T17:48:30.603174,2026-09-09T17:48:31.717238,0.463,1114.064,1364,1784,1388,3224,SUCCESS
1967,3,Hybrid-PQC,192.168.1.4,55435,2026-09-09T17:48:45.780704,2026-09-09T17:48:45.803515,1.006,22.811,1249,1268,1399,1268,SUCCESS
1968,3,Hybrid-PQC,192.168.1.4,55436,2026-09-09T17:49:01.396413,2026-09-09T17:49:01.420010,1.000,23.597,1249,1268,1399,1268,SUCCESS
1969,3,Hybrid-PQC,192.168.1.4,55437,2026-09-09T17:49:17.011932,2026-09-09T17:49:17.028944,0.966,17.012,1249,1268,1399,1268,SUCCESS
1970,3,Classical-TLS,192.168.1.5,50467,2026-09-09T17:49:18.510771,2026-09-09T17:49:19.221074,0.564,710.303,1364,1784,1388,1784,SUCCESS
1971,3,Hybrid-PQC,192.168.1.4,55438,2026-09-09T17:49:32.623345,2026-09-09T17:49:32.651508,1.039,28.163,1249,1268,1399,1268,SUCCESS
1972,3,Classical-TLS,192.168.1.5,50468,2026-09-09T17:49:34.224757,2026-09-09T17:49:34.938541,0.757,713.784,1364,1784,1388,1784,SUCCESS
1973,3,Hybrid-PQC,192.168.1.4,55439,2026-09-09T17:49:48.304778,2026-09-09T17:49:48.587246,1.047,282.468,1249,1268,1399,1268,SUCCESS
1974,3,Classical-TLS,192.168.1.5,50469,2026-09-09T17:49:49.948709,2026-09-09T17:49:50.665221,0.700,716.512,1364,1784,1388,1784,SUCCESS
1975,3,Hybrid-PQC,192.168.1.4,55440,2026-09-09T17:50:04.183614,2026-09-09T17:50:04.202770,0.744,19.156,1249,1268,1399,1268,SUCCESS
1976,3,Hybrid-PQC,192.168.1.4,55441,2026-09-09T17:50:19.799608,2026-09-09T17:50:19.827346,0.959,27.738,1249,1268,1399,1268,SUCCESS
1977,3,Hybrid-PQC,192.168.1.4,55442,2026-09-09T17:50:35.417611,2026-09-09T17:50:35.436899,1.394,19.288,1249,1268,1399,1268,SUCCESS
1978,3,Classical-TLS,192.168.1.5,50472,2026-09-09T17:50:37.313728,2026-09-09T17:50:38.019135,0.519,705.407,1364,1784,1388,1784,SUCCESS
1979,3,Hybrid-PQC,192.168.1.4,55443,2026-09-09T17:50:51.226465,2026-09-09T17:50:51.458889,0.960,232.424,1249,1268,1399,1268,SUCCESS
1980,3,Classical-TLS,192.168.1.5,50473,2026-09-09T17:50:53.027502,2026-09-09T17:50:53.740901,1.120,713.399,1364,1783,1388,1783,SUCCESS
1981,3,Hybrid-PQC,192.168.1.4,55444,2026-09-09T17:51:07.054350,2026-09-09T17:51:07.074565,0.886,20.215,1249,1268,1399,1268,SUCCESS
1982,3,Classical-TLS,192.168.1.5,50474,2026-09-09T17:51:08.742580,2026-09-09T17:51:09.457241,0.543,714.661,1364,1784,1388,1784,SUCCESS
1983,3,Hybrid-PQC,192.168.1.4,55445,2026-09-09T17:51:22.700242,2026-09-09T17:51:22.722497,0.751,22.255,1249,1268,1399,1268,SUCCESS
1984,3,Classical-TLS,192.168.1.5,50475,2026-09-09T17:51:24.457536,2026-09-09T17:51:25.163053,0.876,705.517,1364,1784,1388,1784,SUCCESS
1985,3,Hybrid-PQC,192.168.1.4,55446,2026-09-09T17:51:38.316273,2026-09-09T17:51:38.331570,0.807,15.297,1249,1268,1399,1268,SUCCESS
1986,3,Hybrid-PQC,192.168.1.4,55447,2026-09-09T17:51:53.945002,2026-09-09T17:51:53.969159,0.889,24.157,1249,1268,1399,1268,SUCCESS
1987,3,Classical-TLS,192.168.1.5,50477,2026-09-09T17:51:55.912050,2026-09-09T17:51:57.018736,0.611,1106.686,1364,1784,1388,3224,SUCCESS
1988,3,Hybrid-PQC,192.168.1.4,55448,2026-09-09T17:52:09.766280,2026-09-09T17:52:09.993047,0.847,226.767,1249,1268,1399,1268,SUCCESS
1989,3,Classical-TLS,192.168.1.5,50478,2026-09-09T17:52:12.032039,2026-09-09T17:52:12.767330,0.491,735.291,1364,1784,1388,1784,SUCCESS
1990,3,Hybrid-PQC,192.168.1.4,55449,2026-09-09T17:52:25.594820,2026-09-09T17:52:25.627083,1.219,32.263,1249,1268,1399,1268,SUCCESS
1991,3,Hybrid-PQC,192.168.1.4,55450,2026-09-09T17:52:41.410549,2026-09-09T17:52:41.650846,0.767,240.297,1249,1268,1399,1268,SUCCESS
1992,3,Classical-TLS,192.168.1.5,50480,2026-09-09T17:52:43.490331,2026-09-09T17:52:44.194445,0.549,704.114,1364,1784,1388,1784,SUCCESS
1993,3,Hybrid-PQC,192.168.1.4,55451,2026-09-09T17:52:57.247107,2026-09-09T17:52:57.261656,1.112,14.549,1249,1268,1399,1268,SUCCESS
1994,3,Classical-TLS,192.168.1.5,50481,2026-09-09T17:52:59.198049,2026-09-09T17:52:59.901838,0.592,703.789,1364,1784,1388,1784,SUCCESS
1995,3,Hybrid-PQC,192.168.1.4,55452,2026-09-09T17:53:12.888627,2026-09-09T17:53:12.906096,1.330,17.469,1249,1268,1399,1268,SUCCESS
1996,3,Classical-TLS,192.168.1.5,50482,2026-09-09T17:53:15.097661,2026-09-09T17:53:16.004426,0.810,906.765,1364,1783,1388,1783,SUCCESS
1997,3,Hybrid-PQC,192.168.1.4,55453,2026-09-09T17:53:28.513382,2026-09-09T17:53:28.531292,0.772,17.910,1249,1268,1399,1268,SUCCESS
1998,3,Classical-TLS,192.168.1.5,50483,2026-09-09T17:53:31.020746,2026-09-09T17:53:31.720986,0.501,700.240,1364,1785,1388,1785,SUCCESS
1999,3,Hybrid-PQC,192.168.1.4,55454,2026-09-09T17:53:44.282648,2026-09-09T17:53:44.504666,1.250,222.018,1249,1268,1399,1268,SUCCESS
2000,3,Classical-TLS,192.168.1.5,50484,2026-09-09T17:53:46.728450,2026-09-09T17:53:47.433753,0.526,705.303,1364,1783,1388,1783,SUCCESS
2001,3,Hybrid-PQC,192.168.1.4,55455,2026-09-09T17:54:00.092837,2026-09-09T17:54:00.109344,1.059,16.507,1249,1268,1399,1268,SUCCESS
2002,3,Classical-TLS,192.168.1.5,50485,2026-09-09T17:54:02.476349,2026-09-09T17:54:03.184051,0.596,707.702,1364,1785,1388,1785,SUCCESS
2003,3,Hybrid-PQC,192.168.1.4,55456,2026-09-09T17:54:15.705102,2026-09-09T17:54:15.730183,1.079,25.081,1249,1268,1399,1268,SUCCESS
2004,3,Classical-TLS,192.168.1.5,50486,2026-09-09T17:54:18.182819,2026-09-09T17:54:23.317379,0.560,5134.560,1364,1784,2752,1784,SUCCESS
2005,3,Hybrid-PQC,192.168.1.4,55457,2026-09-09T17:54:31.325803,2026-09-09T17:54:31.345128,0.910,19.325,1249,1268,1399,1268,SUCCESS
2006,3,Classical-TLS,192.168.1.5,50487,2026-09-09T17:54:38.325786,2026-09-09T17:54:39.025969,0.581,700.183,1364,1783,1388,1783,SUCCESS
2007,3,Hybrid-PQC,192.168.1.4,55458,2026-09-09T17:54:47.154637,2026-09-09T17:54:47.381821,1.040,227.184,1249,1268,1399,1268,SUCCESS
2008,3,Hybrid-PQC,192.168.1.4,55459,2026-09-09T17:55:02.977338,2026-09-09T17:55:02.992830,1.007,15.492,1249,1268,1399,1268,SUCCESS
2009,3,Classical-TLS,192.168.1.5,50489,2026-09-09T17:55:09.738234,2026-09-09T17:55:10.446220,0.614,707.986,1364,1784,1388,1784,SUCCESS
2010,3,Hybrid-PQC,192.168.1.4,55460,2026-09-09T17:55:18.589563,2026-09-09T17:55:18.605824,1.201,16.261,1249,1268,1399,1268,SUCCESS
2011,3,Classical-TLS,192.168.1.5,50490,2026-09-09T17:55:25.445277,2026-09-09T17:55:26.529949,0.833,1084.672,1364,1784,1388,3224,SUCCESS
2012,3,Hybrid-PQC,192.168.1.4,55461,2026-09-09T17:55:34.193872,2026-09-09T17:55:34.225231,0.811,31.359,1249,1268,1399,1268,SUCCESS
2013,3,Hybrid-PQC,192.168.1.4,55462,2026-09-09T17:55:49.825658,2026-09-09T17:55:49.843585,1.485,17.927,1249,1268,1399,1268,SUCCESS
2014,3,Hybrid-PQC,192.168.1.4,55463,2026-09-09T17:56:05.435506,2026-09-09T17:56:05.455738,0.968,20.232,1249,1268,1399,1268,SUCCESS
2015,3,Hybrid-PQC,192.168.1.4,55464,2026-09-09T17:56:21.053415,2026-09-09T17:56:21.114276,0.887,60.861,1249,1268,1399,1268,SUCCESS
2016,3,Classical-TLS,192.168.1.5,50493,2026-09-09T17:56:25.336917,2026-09-09T17:56:26.075790,0.510,738.873,1364,1784,1388,1784,SUCCESS
2017,3,Hybrid-PQC,192.168.1.4,55465,2026-09-09T17:56:36.702711,2026-09-09T17:56:36.733419,1.064,30.708,1249,1268,1399,1268,SUCCESS
2018,3,Hybrid-PQC,192.168.1.4,55466,2026-09-09T17:56:52.319877,2026-09-09T17:56:52.341565,0.996,21.688,1249,1268,1399,1268,SUCCESS
2019,3,Hybrid-PQC,192.168.1.4,55467,2026-09-09T17:57:07.932827,2026-09-09T17:57:07.948518,1.396,15.691,1249,1268,1399,1268,SUCCESS
2020,3,Hybrid-PQC,192.168.1.4,55468,2026-09-09T17:57:23.545602,2026-09-09T17:57:23.558328,0.986,12.726,1249,1268,1399,1268,SUCCESS
2021,3,Classical-TLS,192.168.1.5,50497,2026-09-09T17:57:32.401082,2026-09-09T17:57:33.301008,0.801,899.926,1364,1785,1388,1785,SUCCESS
2022,3,Hybrid-PQC,192.168.1.4,55469,2026-09-09T17:57:39.153675,2026-09-09T17:57:39.167865,1.322,14.190,1249,1268,1399,1268,SUCCESS
2023,3,Hybrid-PQC,192.168.1.4,55470,2026-09-09T17:57:54.763773,2026-09-09T17:57:54.784854,1.301,21.081,1249,1268,1399,1268,SUCCESS
2024,3,Classical-TLS,192.168.1.5,50499,2026-09-09T17:58:04.310144,2026-09-09T17:58:05.016270,0.500,706.126,1364,1783,1388,1783,SUCCESS
2025,3,Hybrid-PQC,192.168.1.4,55471,2026-09-09T17:58:10.380678,2026-09-09T17:58:10.399442,0.968,18.764,1249,1268,1399,1268,SUCCESS
2026,3,Hybrid-PQC,192.168.1.4,55472,2026-09-09T17:58:26.007001,2026-09-09T17:58:26.041746,1.723,34.745,1249,1268,1399,1268,SUCCESS
2027,3,Hybrid-PQC,192.168.1.4,55473,2026-09-09T17:58:41.635189,2026-09-09T17:58:41.646510,0.938,11.321,1249,1268,1399,1268,SUCCESS
2028,3,Hybrid-PQC,192.168.1.4,55474,2026-09-09T17:58:57.240636,2026-09-09T17:58:57.274255,1.346,33.619,1249,1268,1399,1268,SUCCESS
2029,3,Hybrid-PQC,192.168.1.4,55475,2026-09-09T17:59:12.868788,2026-09-09T17:59:12.889824,1.313,21.036,1249,1268,1399,1268,SUCCESS
2030,3,Hybrid-PQC,192.168.1.4,55476,2026-09-09T17:59:28.500460,2026-09-09T17:59:28.517152,0.780,16.692,1249,1268,1399,1268,SUCCESS
2031,3,Hybrid-PQC,192.168.1.4,55477,2026-09-09T17:59:44.121470,2026-09-09T17:59:44.144489,0.859,23.019,1249,1268,1399,1268,SUCCESS
2032,3,Hybrid-PQC,192.168.1.4,55478,2026-09-09T17:59:59.742420,2026-09-09T17:59:59.766053,1.342,23.633,1249,1268,1399,1268,SUCCESS
2033,3,Hybrid-PQC,192.168.1.4,55479,2026-09-09T18:00:15.359766,2026-09-09T18:00:15.378811,0.814,19.045,1249,1268,1399,1268,SUCCESS
2034,3,Classical-TLS,192.168.1.5,50507,2026-09-09T18:00:17.383445,2026-09-09T18:00:18.087633,0.497,704.188,1364,1784,1388,1784,SUCCESS
2035,3,Hybrid-PQC,192.168.1.4,55480,2026-09-09T18:00:31.118253,2026-09-09T18:00:31.484846,0.819,366.593,1249,1268,1399,1268,SUCCESS
2036,3,Classical-TLS,192.168.1.5,50508,2026-09-09T18:00:33.095109,2026-09-09T18:00:33.807023,0.489,711.914,1364,1784,1388,1784,SUCCESS
2037,3,Hybrid-PQC,192.168.1.4,55481,2026-09-09T18:00:47.236482,2026-09-09T18:00:47.256358,0.843,19.876,1249,1268,1399,1268,SUCCESS
2038,3,Hybrid-PQC,192.168.1.4,55482,2026-09-09T18:01:02.845134,2026-09-09T18:01:02.860957,1.954,15.823,1249,1268,1399,1268,SUCCESS
2039,3,Classical-TLS,192.168.1.5,50510,2026-09-09T18:01:11.082227,2026-09-09T18:01:11.790640,1.056,708.413,1364,1782,1388,1782,SUCCESS
2040,3,Hybrid-PQC,192.168.1.4,55483,2026-09-09T18:01:18.461844,2026-09-09T18:01:18.491641,1.570,29.797,1249,1268,1399,1268,SUCCESS
2041,3,Hybrid-PQC,192.168.1.4,55484,2026-09-09T18:01:34.087525,2026-09-09T18:01:34.107522,1.599,19.997,1249,1268,1399,1268,SUCCESS
2042,3,Hybrid-PQC,192.168.1.4,55485,2026-09-09T18:01:49.695652,2026-09-09T18:01:49.718839,1.093,23.187,1249,1268,1399,1268,SUCCESS
2043,3,Classical-TLS,192.168.1.5,50513,2026-09-09T18:01:59.099086,2026-09-09T18:01:59.817296,0.612,718.210,1364,1783,1388,1783,SUCCESS
