handshake_id,session_id,protocol,client_ip,client_port,start_time,end_time,turnaround_latency_ms,total_duration_ms,client_hello_bytes,server_hello_bytes,total_client_bytes,total_server_bytes,status
8008,3,Classical-TLS,192.168.1.5,63322,2026-09-09T19:13:07.790162,2026-09-09T19:13:08.655245,0.466,865.083,1364,1784,1388,1784,SUCCESS
8009,3,Hybrid-PQC,192.168.1.4,53964,2026-09-09T19:13:09.346398,2026-09-09T19:13:09.508792,0.983,162.394,1249,1268,1399,1268,SUCCESS
8010,3,Hybrid-PQC,192.168.1.4,53965,2026-09-09T19:13:10.257717,2026-09-09T19:13:10.582595,1.375,324.878,1249,1268,1399,1268,SUCCESS
8011,3,Hybrid-PQC,192.168.1.4,53966,2026-09-09T19:13:11.475054,2026-09-09T19:13:11.496697,0.923,21.643,1249,1268,1399,1268,SUCCESS
8012,3,Hybrid-PQC,192.168.1.4,53967,2026-09-09T19:13:12.245024,2026-09-09T19:13:12.380576,0.906,135.552,1249,1268,1399,1268,SUCCESS
8013,3,Hybrid-PQC,192.168.1.4,53968,2026-09-09T19:13:13.199661,2026-09-09T19:13:13.211629,1.925,11.968,1249,1268,1399,1268,SUCCESS
8014,3,Hybrid-PQC,192.168.1.4,53969,2026-09-09T19:13:13.956409,2026-09-09T19:13:14.121720,0.833,165.311,1249,1268,1399,1268,SUCCESS
8015,3,Classical-TLS,192.168.1.5,63324,2026-09-09T19:13:09.699123,2026-09-09T19:13:14.820779,0.819,5121.656,1364,1784,2752,1784,SUCCESS
8016,3,Hybrid-PQC,192.168.1.4,53970,2026-09-09T19:13:14.869966,2026-09-09T19:13:15.032527,1.117,162.561,1249,1268,1399,1268,SUCCESS
8017,3,Classical-TLS,192.168.1.5,63325,2026-09-09T19:13:14.972004,2026-09-09T19:13:15.716341,0.461,744.337,1364,1783,1388,1783,SUCCESS
8018,3,Hybrid-PQC,192.168.1.4,53971,2026-09-09T19:13:15.772520,2026-09-09T19:13:15.798743,1.542,26.223,1249,1268,1399,1268,SUCCESS
8019,3,Hybrid-PQC,192.168.1.4,53972,2026-09-09T19:13:16.536606,2026-09-09T19:13:16.588125,1.017,51.519,1249,1268,1399,1268,SUCCESS
8020,3,Classical-TLS,192.168.1.5,63326,2026-09-09T19:13:15.863876,2026-09-09T19:13:16.609769,0.470,745.893,1364,1785,1388,1785,SUCCESS
8021,3,Hybrid-PQC,192.168.1.4,53973,2026-09-09T19:13:17.326871,2026-09-09T19:13:17.497598,0.955,170.727,1249,1268,1399,1268,SUCCESS
8022,3,Hybrid-PQC,192.168.1.4,53974,2026-09-09T19:13:18.232081,2026-09-09T19:13:18.255012,1.192,22.931,1249,1268,1399,1268,SUCCESS
8023,3,Classical-TLS,192.168.1.5,63328,2026-09-09T19:13:17.738187,2026-09-09T19:13:18.601906,0.520,863.719,1364,1784,1388,1784,SUCCESS
8024,3,Hybrid-PQC,192.168.1.4,53975,2026-09-09T19:13:18.997064,2026-09-09T19:13:19.068735,1.315,71.671,1249,1268,1399,1268,SUCCESS
8025,3,Hybrid-PQC,192.168.1.4,53976,2026-09-09T19:13:19.811511,2026-09-09T19:13:19.838323,1.153,26.812,1249,1268,1399,1268,SUCCESS
8026,3,Hybrid-PQC,192.168.1.4,53977,2026-09-09T19:13:20.601873,2026-09-09T19:13:20.629826,1.024,27.953,1249,1268,1399,1268,SUCCESS
8027,3,Hybrid-PQC,192.168.1.4,53978,2026-09-09T19:13:21.422521,2026-09-09T19:13:21.446111,1.293,23.590,1249,1268,1399,1268,SUCCESS
8028,3,Hybrid-PQC,192.168.1.4,53979,2026-09-09T19:13:22.187791,2026-09-09T19:13:22.306627,1.007,118.836,1249,1268,1399,1268,SUCCESS
8029,3,Hybrid-PQC,192.168.1.4,53980,2026-09-09T19:13:23.067540,2026-09-09T19:13:23.081846,1.313,14.306,1249,1268,1399,1268,SUCCESS
8030,3,Classical-TLS,192.168.1.5,63329,2026-09-09T19:13:18.742245,2026-09-09T19:13:23.641903,0.650,4899.658,1364,1783,2752,1783,SUCCESS
8031,3,Hybrid-PQC,192.168.1.4,53981,2026-09-09T19:13:23.821016,2026-09-09T19:13:23.836777,0.997,15.761,1249,1268,1399,1268,SUCCESS
8032,3,Classical-TLS,192.168.1.5,63330,2026-09-09T19:13:23.796885,2026-09-09T19:13:24.514193,0.426,717.308,1364,1784,1388,1784,SUCCESS
8033,3,Hybrid-PQC,192.168.1.4,53982,2026-09-09T19:13:24.580138,2026-09-09T19:13:24.604780,0.897,24.642,1249,1268,1399,1268,SUCCESS
8034,3,Hybrid-PQC,192.168.1.4,53983,2026-09-09T19:13:25.344691,2026-09-09T19:13:25.400891,1.042,56.200,1249,1268,1399,1268,SUCCESS
8035,3,Hybrid-PQC,192.168.1.4,53984,2026-09-09T19:13:26.144772,2026-09-09T19:13:26.282591,1.304,137.819,1249,1268,1399,1268,SUCCESS
8036,3,Hybrid-PQC,192.168.1.4,53985,2026-09-09T19:13:27.028369,2026-09-09T19:13:27.041631,0.936,13.262,1249,1268,1399,1268,SUCCESS
8037,3,Hybrid-PQC,192.168.1.4,53986,2026-09-09T19:13:27.780924,2026-09-09T19:13:27.923212,0.850,142.288,1249,1268,1399,1268,SUCCESS
8038,3,Hybrid-PQC,192.168.1.4,53987,2026-09-09T19:13:28.666176,2026-09-09T19:13:28.698698,1.244,32.522,1249,1268,1399,1268,SUCCESS
8039,3,Hybrid-PQC,192.168.1.4,53988,2026-09-09T19:13:29.446651,2026-09-09T19:13:29.474667,1.209,28.016,1249,1268,1399,1268,SUCCESS
8040,3,Hybrid-PQC,192.168.1.4,53989,2026-09-09T19:13:30.211835,2026-09-09T19:13:30.234350,1.210,22.515,1249,1268,1399,1268,SUCCESS
8041,3,Hybrid-PQC,192.168.1.4,53990,2026-09-09T19:13:31.046915,2026-09-09T19:13:31.163411,1.679,116.496,1249,1268,1399,1268,SUCCESS
8042,3,Hybrid-PQC,192.168.1.4,53991,2026-09-09T19:13:31.951134,2026-09-09T19:13:31.979325,1.658,28.191,1249,1268,1399,1268,SUCCESS
8043,3,Hybrid-PQC,192.168.1.4,53992,2026-09-09T19:13:32.738583,2026-09-09T19:13:32.808209,0.978,69.626,1249,1268,1399,1268,SUCCESS
8044,3,Hybrid-PQC,192.168.1.4,53993,2026-09-09T19:13:33.553542,2026-09-09T19:13:33.579361,1.595,25.819,1249,1268,1399,1268,SUCCESS
8045,3,Hybrid-PQC,192.168.1.4,53994,2026-09-09T19:13:34.336476,2026-09-09T19:13:34.353555,1.192,17.079,1249,1268,1399,1268,SUCCESS
8046,3,Hybrid-PQC,192.168.1.4,53995,2026-09-09T19:13:35.104956,2026-09-09T19:13:35.142254,1.811,37.298,1249,1268,1399,1268,SUCCESS
8047,3,Hybrid-PQC,192.168.1.4,53996,2026-09-09T19:13:35.885731,2026-09-09T19:13:35.921275,1.190,35.544,1249,1268,1399,1268,SUCCESS
8048,3,Hybrid-PQC,192.168.1.4,53997,2026-09-09T19:13:36.664306,2026-09-09T19:13:36.694842,1.103,30.536,1249,1268,1399,1268,SUCCESS
8049,3,Classical-TLS,192.168.1.5,63332,2026-09-09T19:13:35.993393,2026-09-09T19:13:36.697357,0.787,703.964,1364,1783,1388,1783,SUCCESS
8050,3,Hybrid-PQC,192.168.1.4,53998,2026-09-09T19:13:37.462170,2026-09-09T19:13:37.483604,0.969,21.434,1249,1268,1399,1268,SUCCESS
8051,3,Hybrid-PQC,192.168.1.4,53999,2026-09-09T19:13:38.221117,2026-09-09T19:13:38.378446,1.186,157.329,1249,1268,1399,1268,SUCCESS
8052,3,Hybrid-PQC,192.168.1.4,54000,2026-09-09T19:13:39.120381,2026-09-09T19:13:39.144588,1.387,24.207,1249,1268,1399,1268,SUCCESS
8053,3,Hybrid-PQC,192.168.1.4,54001,2026-09-09T19:13:39.883798,2026-09-09T19:13:39.945679,1.341,61.881,1249,1268,1399,1268,SUCCESS
8054,3,Hybrid-PQC,192.168.1.4,54002,2026-09-09T19:13:40.699711,2026-09-09T19:13:40.734561,1.209,34.850,1249,1268,1399,1268,SUCCESS
8055,3,Hybrid-PQC,192.168.1.4,54003,2026-09-09T19:13:41.473768,2026-09-09T19:13:41.509086,1.423,35.318,1249,1268,1399,1268,SUCCESS
8056,3,Hybrid-PQC,192.168.1.4,54004,2026-09-09T19:13:42.253952,2026-09-09T19:13:42.370951,1.247,116.999,1249,1268,1399,1268,SUCCESS
8057,3,Hybrid-PQC,192.168.1.4,54005,2026-09-09T19:13:43.106935,2026-09-09T19:13:43.159495,0.975,52.560,1249,1268,1399,1268,SUCCESS
8058,3,Hybrid-PQC,192.168.1.4,54006,2026-09-09T19:13:43.961705,2026-09-09T19:13:44.013001,1.197,51.296,1249,1268,1399,1268,SUCCESS
8059,3,Hybrid-PQC,192.168.1.4,54007,2026-09-09T19:13:44.756429,2026-09-09T19:13:44.776828,1.110,20.399,1249,1268,1399,1268,SUCCESS
8060,3,Hybrid-PQC,192.168.1.4,54008,2026-09-09T19:13:45.527246,2026-09-09T19:13:45.548331,1.033,21.085,1249,1268,1399,1268,SUCCESS
8061,3,Hybrid-PQC,192.168.1.4,54009,2026-09-09T19:13:46.291482,2026-09-09T19:13:46.312708,1.134,21.226,1249,1268,1399,1268,SUCCESS
8062,3,Classical-TLS,192.168.1.5,63334,2026-09-09T19:13:46.106921,2026-09-09T19:13:46.948431,0.662,841.510,1364,1783,1388,1783,SUCCESS
8063,3,Hybrid-PQC,192.168.1.4,54010,2026-09-09T19:13:47.048308,2026-09-09T19:13:47.104536,2.374,56.228,1249,1268,1399,1268,SUCCESS
8064,3,Classical-TLS,192.168.1.5,63335,2026-09-09T19:13:47.100894,2026-09-09T19:13:47.930880,0.774,829.986,1364,1784,1388,1784,SUCCESS
8065,3,Hybrid-PQC,192.168.1.4,54011,2026-09-09T19:13:47.840540,2026-09-09T19:13:48.002421,1.111,161.881,1249,1268,1399,1268,SUCCESS
8066,3,Hybrid-PQC,192.168.1.4,54012,2026-09-09T19:13:48.752714,2026-09-09T19:13:48.768213,2.233,15.499,1249,1268,1399,1268,SUCCESS
8067,3,Classical-TLS,192.168.1.5,63336,2026-09-09T19:13:48.093850,2026-09-09T19:13:48.792037,0.495,698.187,1364,1785,1388,1785,SUCCESS
8068,3,Hybrid-PQC,192.168.1.4,54013,2026-09-09T19:13:49.511556,2026-09-09T19:13:49.568536,1.121,56.980,1249,1268,1399,1268,SUCCESS
8069,3,Classical-TLS,192.168.1.5,63337,2026-09-09T19:13:48.943055,2026-09-09T19:13:49.697296,0.577,754.241,1364,1785,1388,1785,SUCCESS
8070,3,Hybrid-PQC,192.168.1.4,54014,2026-09-09T19:13:50.307253,2026-09-09T19:13:50.457441,1.111,150.188,1249,1268,1399,1268,SUCCESS
8071,3,Classical-TLS,192.168.1.5,63338,2026-09-09T19:13:49.883066,2026-09-09T19:13:50.708600,0.991,825.534,1364,1785,1388,1785,SUCCESS
8072,3,Hybrid-PQC,192.168.1.4,54015,2026-09-09T19:13:51.195660,2026-09-09T19:13:51.227110,1.461,31.450,1249,1268,1399,1268,SUCCESS
8073,3,Hybrid-PQC,192.168.1.4,54016,2026-09-09T19:13:51.968184,2026-09-09T19:13:52.102694,1.272,134.510,1249,1268,1399,1268,SUCCESS
8074,3,Classical-TLS,192.168.1.5,63340,2026-09-09T19:13:51.733691,2026-09-09T19:13:52.475691,0.605,742.000,1364,1783,1388,1783,SUCCESS
8075,3,Hybrid-PQC,192.168.1.4,54017,2026-09-09T19:13:52.844390,2026-09-09T19:13:52.863828,1.734,19.438,1249,1268,1399,1268,SUCCESS
8076,3,Classical-TLS,192.168.1.5,63341,2026-09-09T19:13:52.631188,2026-09-09T19:13:53.371013,0.749,739.825,1364,1783,1388,1783,SUCCESS
8077,3,Hybrid-PQC,192.168.1.4,54018,2026-09-09T19:13:53.603895,2026-09-09T19:13:53.621632,1.048,17.737,1249,1268,1399,1268,SUCCESS
8078,3,Hybrid-PQC,192.168.1.4,54019,2026-09-09T19:13:54.364368,2026-09-09T19:13:54.429680,1.311,65.312,1249,1268,1399,1268,SUCCESS
8079,3,Classical-TLS,192.168.1.5,63342,2026-09-09T19:13:53.587852,2026-09-09T19:13:54.444092,0.457,856.240,1364,1783,1388,1783,SUCCESS
8080,3,Hybrid-PQC,192.168.1.4,54020,2026-09-09T19:13:55.172419,2026-09-09T19:13:55.191433,1.119,19.014,1249,1268,1399,1268,SUCCESS
8081,3,Classical-TLS,192.168.1.5,63343,2026-09-09T19:13:54.602161,2026-09-09T19:13:55.441117,0.437,838.956,1364,1783,1388,1783,SUCCESS
8082,3,Hybrid-PQC,192.168.1.4,54021,2026-09-09T19:13:55.933800,2026-09-09T19:13:56.087119,1.086,153.319,1249,1268,1399,1268,SUCCESS
8083,3,Classical-TLS,192.168.1.5,63344,2026-09-09T19:13:55.598468,2026-09-09T19:13:56.346862,0.611,748.394,1364,1785,1388,1785,SUCCESS
8084,3,Hybrid-PQC,192.168.1.4,54022,2026-09-09T19:13:56.827261,2026-09-09T19:13:56.839996,1.240,12.735,1249,1268,1399,1268,SUCCESS
8085,3,Classical-TLS,192.168.1.5,63345,2026-09-09T19:13:56.495499,2026-09-09T19:13:57.279033,0.939,783.534,1364,1784,1388,1784,SUCCESS
8086,3,Hybrid-PQC,192.168.1.4,54023,2026-09-09T19:13:57.577675,2026-09-09T19:13:57.629789,1.098,52.114,1249,1268,1399,1268,SUCCESS
8087,3,Hybrid-PQC,192.168.1.4,54024,2026-09-09T19:13:58.371921,2026-09-09T19:13:58.396040,0.991,24.119,1249,1268,1399,1268,SUCCESS
8088,3,Classical-TLS,192.168.1.5,63347,2026-09-09T19:13:58.435392,2026-09-09T19:13:59.134603,0.545,699.211,1364,1784,1388,1784,SUCCESS
8089,3,Hybrid-PQC,192.168.1.4,54025,2026-09-09T19:13:59.134641,2026-09-09T19:13:59.195363,0.878,60.722,1249,1268,1399,1268,SUCCESS
8090,3,Hybrid-PQC,192.168.1.4,54026,2026-09-09T19:13:59.933773,2026-09-09T19:13:59.952552,1.166,18.779,1249,1268,1399,1268,SUCCESS
8091,3,Classical-TLS,192.168.1.5,63348,2026-09-09T19:13:59.287691,2026-09-09T19:14:00.026742,0.776,739.051,1364,1784,1388,1784,SUCCESS
8092,3,Hybrid-PQC,192.168.1.4,54027,2026-09-09T19:14:00.694530,2026-09-09T19:14:00.714165,1.169,19.635,1249,1268,1399,1268,SUCCESS
8093,3,Classical-TLS,192.168.1.5,63349,2026-09-09T19:14:00.247110,2026-09-09T19:14:01.101264,0.528,854.154,1364,1784,1388,1784,SUCCESS
8094,3,Hybrid-PQC,192.168.1.4,54028,2026-09-09T19:14:01.462017,2026-09-09T19:14:01.479655,1.239,17.638,1249,1268,1399,1268,SUCCESS
8095,3,Classical-TLS,192.168.1.5,63350,2026-09-09T19:14:01.254735,2026-09-09T19:14:02.104354,0.582,849.619,1364,1785,1388,1785,SUCCESS
8096,3,Hybrid-PQC,192.168.1.4,54029,2026-09-09T19:14:02.225118,2026-09-09T19:14:02.242995,1.268,17.877,1249,1268,1399,1268,SUCCESS
8097,3,Classical-TLS,192.168.1.5,63351,2026-09-09T19:14:02.254812,2026-09-09T19:14:02.995761,0.476,740.949,1364,1784,1388,1784,SUCCESS
8098,3,Hybrid-PQC,192.168.1.4,54030,2026-09-09T19:14:02.984659,2026-09-09T19:14:03.011591,1.069,26.932,1249,1268,1399,1268,SUCCESS
8099,3,Hybrid-PQC,192.168.1.4,54031,2026-09-09T19:14:03.756461,2026-09-09T19:14:03.802596,1.311,46.135,1249,1268,1399,1268,SUCCESS
8100,3,Hybrid-PQC,192.168.1.4,54032,2026-09-09T19:14:04.549146,2026-09-09T19:14:04.579917,1.152,30.771,1249,1268,1399,1268,SUCCESS
8101,3,Classical-TLS,192.168.1.5,63352,2026-09-09T19:14:04.388902,2026-09-09T19:14:05.176981,0.616,788.079,1364,1783,1388,1783,SUCCESS
8102,3,Hybrid-PQC,192.168.1.4,54033,2026-09-09T19:14:05.326450,2026-09-09T19:14:05.341429,0.922,14.979,1249,1268,1399,1268,SUCCESS
8103,3,Classical-TLS,192.168.1.5,63353,2026-09-09T19:14:05.327179,2026-09-09T19:14:06.049731,0.440,722.552,1364,1783,1388,1783,SUCCESS
8104,3,Hybrid-PQC,192.168.1.4,54034,2026-09-09T19:14:06.086620,2026-09-09T19:14:06.112743,0.891,26.123,1249,1268,1399,1268,SUCCESS
8105,3,Classical-TLS,192.168.1.5,63354,2026-09-09T19:14:06.210441,2026-09-09T19:14:06.937011,0.479,726.570,1364,1783,1388,1783,SUCCESS
8106,3,Hybrid-PQC,192.168.1.4,54035,2026-09-09T19:14:06.909363,2026-09-09T19:14:07.045265,0.954,135.902,1249,1268,1399,1268,SUCCESS
8107,3,Hybrid-PQC,192.168.1.4,54036,2026-09-09T19:14:07.784606,2026-09-09T19:14:07.835373,1.599,50.767,1249,1268,1399,1268,SUCCESS
8108,3,Classical-TLS,192.168.1.5,63355,2026-09-09T19:14:07.092433,2026-09-09T19:14:07.958712,0.564,866.279,1364,1784,1388,1784,SUCCESS
8109,3,Hybrid-PQC,192.168.1.4,54037,2026-09-09T19:14:08.574075,2026-09-09T19:14:08.596888,0.989,22.813,1249,1268,1399,1268,SUCCESS
8110,3,Hybrid-PQC,192.168.1.4,54038,2026-09-09T19:14:09.347879,2026-09-09T19:14:09.367948,1.160,20.069,1249,1268,1399,1268,SUCCESS
8111,3,Hybrid-PQC,192.168.1.4,54039,2026-09-09T19:14:10.109091,2026-09-09T19:14:10.141732,0.969,32.641,1249,1268,1399,1268,SUCCESS
8112,3,Classical-TLS,192.168.1.5,63358,2026-09-09T19:14:10.035083,2026-09-09T19:14:10.888030,0.629,852.947,1364,1782,1388,1782,SUCCESS
8113,3,Hybrid-PQC,192.168.1.4,54040,2026-09-09T19:14:10.888391,2026-09-09T19:14:11.056640,1.335,168.249,1249,1268,1399,1268,SUCCESS
8114,3,Classical-TLS,192.168.1.5,63359,2026-09-09T19:14:11.036642,2026-09-09T19:14:11.753823,0.462,717.181,1364,1785,1388,1785,SUCCESS
8115,3,Hybrid-PQC,192.168.1.4,54041,2026-09-09T19:14:11.802237,2026-09-09T19:14:11.964241,1.104,162.004,1249,1268,1399,1268,SUCCESS
8116,3,Hybrid-PQC,192.168.1.4,54042,2026-09-09T19:14:12.708287,2026-09-09T19:14:12.734907,1.309,26.620,1249,1268,1399,1268,SUCCESS
8117,3,Hybrid-PQC,192.168.1.4,54043,2026-09-09T19:14:13.478498,2026-09-09T19:14:13.523995,1.290,45.497,1249,1268,1399,1268,SUCCESS
8118,3,Hybrid-PQC,192.168.1.4,54044,2026-09-09T19:14:14.271177,2026-09-09T19:14:14.337036,1.206,65.859,1249,1268,1399,1268,SUCCESS
8119,3,Hybrid-PQC,192.168.1.4,54045,2026-09-09T19:14:15.081119,2026-09-09T19:14:15.445731,1.637,364.612,1249,1268,1399,1268,SUCCESS
8120,3,Classical-TLS,192.168.1.5,63360,2026-09-09T19:14:14.886808,2026-09-09T19:14:15.797857,0.604,911.049,1364,1785,1388,1785,SUCCESS
8121,3,Hybrid-PQC,192.168.1.4,54046,2026-09-09T19:14:16.204552,2026-09-09T19:14:16.218986,1.390,14.434,1249,1268,1399,1268,SUCCESS
8122,3,Classical-TLS,192.168.1.5,63361,2026-09-09T19:14:15.957373,2026-09-09T19:14:16.724867,0.551,767.494,1364,1783,1388,1783,SUCCESS
8123,3,Hybrid-PQC,192.168.1.4,54047,2026-09-09T19:14:16.963718,2026-09-09T19:14:16.988624,1.331,24.906,1249,1268,1399,1268,SUCCESS
8124,3,Hybrid-PQC,192.168.1.4,54048,2026-09-09T19:14:17.729288,2026-09-09T19:14:17.751448,1.046,22.160,1249,1268,1399,1268,SUCCESS
8125,3,Classical-TLS,192.168.1.5,63362,2026-09-09T19:14:16.877601,2026-09-09T19:14:17.757231,0.559,879.630,1364,1783,1388,1783,SUCCESS
8126,3,Classical-TLS,192.168.1.5,63363,2026-09-09T19:14:17.757229,2026-09-09T19:14:18.470458,0.477,713.229,1364,1785,1388,1785,SUCCESS
8127,3,Hybrid-PQC,192.168.1.4,54049,2026-09-09T19:14:18.500631,2026-09-09T19:14:18.535225,1.183,34.594,1249,1268,1399,1268,SUCCESS
8128,3,Classical-TLS,192.168.1.5,63364,2026-09-09T19:14:18.629300,2026-09-09T19:14:19.361524,0.534,732.224,1364,1784,1388,1784,SUCCESS
8129,3,Hybrid-PQC,192.168.1.4,54050,2026-09-09T19:14:19.276901,2026-09-09T19:14:19.455820,1.464,178.919,1249,1268,1399,1268,SUCCESS
8130,3,Classical-TLS,192.168.1.5,63365,2026-09-09T19:14:19.519665,2026-09-09T19:14:20.230493,0.634,710.828,1364,1783,1388,1783,SUCCESS
8131,3,Hybrid-PQC,192.168.1.4,54051,2026-09-09T19:14:20.198710,2026-09-09T19:14:20.256714,1.533,58.004,1249,1268,1399,1268,SUCCESS
8132,3,Hybrid-PQC,192.168.1.4,54052,2026-09-09T19:14:20.996123,2026-09-09T19:14:21.021982,1.643,25.859,1249,1268,1399,1268,SUCCESS
8133,3,Classical-TLS,192.168.1.5,63366,2026-09-09T19:14:20.378359,2026-09-09T19:14:21.079323,0.851,700.964,1364,1784,1388,1784,SUCCESS
8134,3,Hybrid-PQC,192.168.1.4,54053,2026-09-09T19:14:21.761126,2026-09-09T19:14:21.818510,1.539,57.384,1249,1268,1399,1268,SUCCESS
8135,3,Classical-TLS,192.168.1.5,63367,2026-09-09T19:14:21.250138,2026-09-09T19:14:21.995393,0.491,745.255,1364,1784,1388,1784,SUCCESS
8136,3,Hybrid-PQC,192.168.1.4,54054,2026-09-09T19:14:22.560958,2026-09-09T19:14:22.718431,1.200,157.473,1249,1268,1399,1268,SUCCESS
8137,3,Classical-TLS,192.168.1.5,63368,2026-09-09T19:14:22.146358,2026-09-09T19:14:22.998098,0.569,851.740,1364,1785,1388,1785,SUCCESS
8138,3,Hybrid-PQC,192.168.1.4,54055,2026-09-09T19:14:23.456201,2026-09-09T19:14:23.481973,0.825,25.772,1249,1268,1399,1268,SUCCESS
8139,3,Classical-TLS,192.168.1.5,63369,2026-09-09T19:14:23.152888,2026-09-09T19:14:23.888721,0.641,735.833,1364,1785,1388,1785,SUCCESS
8140,3,Hybrid-PQC,192.168.1.4,54056,2026-09-09T19:14:24.226970,2026-09-09T19:14:24.281477,1.084,54.507,1249,1268,1399,1268,SUCCESS
8141,3,Classical-TLS,192.168.1.5,63370,2026-09-09T19:14:24.100625,2026-09-09T19:14:24.935656,0.478,835.031,1364,1784,1388,1784,SUCCESS
8142,3,Hybrid-PQC,192.168.1.4,54057,2026-09-09T19:14:25.020810,2026-09-09T19:14:25.171326,1.064,150.516,1249,1268,1399,1268,SUCCESS
8143,3,Hybrid-PQC,192.168.1.4,54058,2026-09-09T19:14:25.994711,2026-09-09T19:14:26.013132,1.108,18.421,1249,1268,1399,1268,SUCCESS
8144,3,Classical-TLS,192.168.1.5,63372,2026-09-09T19:14:26.076158,2026-09-09T19:14:26.785938,0.513,709.780,1364,1785,1388,1785,SUCCESS
8145,3,Hybrid-PQC,192.168.1.4,54059,2026-09-09T19:14:26.755781,2026-09-09T19:14:26.921271,1.231,165.490,1249,1268,1399,1268,SUCCESS
8146,3,Classical-TLS,192.168.1.5,63373,2026-09-09T19:14:26.933923,2026-09-09T19:14:27.663153,0.500,729.230,1364,1784,1388,1784,SUCCESS
8147,3,Hybrid-PQC,192.168.1.4,54060,2026-09-09T19:14:27.662523,2026-09-09T19:14:27.686478,1.215,23.955,1249,1268,1399,1268,SUCCESS
8148,3,Hybrid-PQC,192.168.1.4,54061,2026-09-09T19:14:28.460540,2026-09-09T19:14:28.475865,1.041,15.325,1249,1268,1399,1268,SUCCESS
8149,3,Classical-TLS,192.168.1.5,63374,2026-09-09T19:14:27.824801,2026-09-09T19:14:28.543962,0.445,719.161,1364,1785,1388,1785,SUCCESS
8150,3,Hybrid-PQC,192.168.1.4,54062,2026-09-09T19:14:29.216872,2026-09-09T19:14:29.378326,0.991,161.454,1249,1268,1399,1268,SUCCESS
8151,3,Hybrid-PQC,192.168.1.4,54063,2026-09-09T19:14:30.115780,2026-09-09T19:14:30.136844,1.104,21.064,1249,1268,1399,1268,SUCCESS
8152,3,Hybrid-PQC,192.168.1.4,54064,2026-09-09T19:14:30.880630,2026-09-09T19:14:31.126645,1.133,246.015,1249,1268,1399,1268,SUCCESS
8153,3,Hybrid-PQC,192.168.1.4,54065,2026-09-09T19:14:31.877880,2026-09-09T19:14:31.927900,1.350,50.020,1249,1268,1399,1268,SUCCESS
8154,3,Hybrid-PQC,192.168.1.4,54066,2026-09-09T19:14:32.670884,2026-09-09T19:14:32.700186,1.122,29.302,1249,1268,1399,1268,SUCCESS
8155,3,Hybrid-PQC,192.168.1.4,54067,2026-09-09T19:14:33.437842,2026-09-09T19:14:33.493932,1.256,56.090,1249,1268,1399,1268,SUCCESS
8156,3,Hybrid-PQC,192.168.1.4,54068,2026-09-09T19:14:34.234728,2026-09-09T19:14:34.399307,1.018,164.579,1249,1268,1399,1268,SUCCESS
8157,3,Hybrid-PQC,192.168.1.4,54069,2026-09-09T19:14:35.134899,2026-09-09T19:14:35.160906,1.327,26.007,1249,1268,1399,1268,SUCCESS
8158,3,Hybrid-PQC,192.168.1.4,54070,2026-09-09T19:14:35.944521,2026-09-09T19:14:35.960487,0.889,15.966,1249,1268,1399,1268,SUCCESS
8159,3,Hybrid-PQC,192.168.1.4,54071,2026-09-09T19:14:36.707626,2026-09-09T19:14:36.869315,1.190,161.689,1249,1268,1399,1268,SUCCESS
8160,3,Hybrid-PQC,192.168.1.4,54072,2026-09-09T19:14:37.613495,2026-09-09T19:14:37.769713,1.225,156.218,1249,1268,1399,1268,SUCCESS
8161,3,Hybrid-PQC,192.168.1.4,54073,2026-09-09T19:14:38.511807,2026-09-09T19:14:38.538954,1.072,27.147,1249,1268,1399,1268,SUCCESS
8162,3,Hybrid-PQC,192.168.1.4,54074,2026-09-09T19:14:39.282222,2026-09-09T19:14:39.338243,1.444,56.021,1249,1268,1399,1268,SUCCESS
8163,3,Classical-TLS,192.168.1.5,63376,2026-09-09T19:14:38.946078,2026-09-09T19:14:39.683815,0.517,737.737,1364,1784,1388,1784,SUCCESS
8164,3,Hybrid-PQC,192.168.1.4,54075,2026-09-09T19:14:40.081724,2026-09-09T19:14:40.099438,1.207,17.714,1249,1268,1399,1268,SUCCESS
8165,3,Classical-TLS,192.168.1.5,63377,2026-09-09T19:14:39.837408,2026-09-09T19:14:40.584977,0.563,747.569,1364,1784,1388,1784,SUCCESS
8166,3,Hybrid-PQC,192.168.1.4,54076,2026-09-09T19:14:40.841801,2026-09-09T19:14:40.863800,1.072,21.999,1249,1268,1399,1268,SUCCESS
8167,3,Hybrid-PQC,192.168.1.4,54077,2026-09-09T19:14:41.608291,2026-09-09T19:14:41.633748,1.117,25.457,1249,1268,1399,1268,SUCCESS
8168,3,Classical-TLS,192.168.1.5,63378,2026-09-09T19:14:40.797709,2026-09-09T19:14:41.704483,0.539,906.774,1364,1783,1388,1783,SUCCESS
8169,3,Hybrid-PQC,192.168.1.4,54078,2026-09-09T19:14:42.389082,2026-09-09T19:14:42.407855,1.087,18.773,1249,1268,1399,1268,SUCCESS
8170,3,Hybrid-PQC,192.168.1.4,54079,2026-09-09T19:14:43.147822,2026-09-09T19:14:43.214061,1.280,66.239,1249,1268,1399,1268,SUCCESS
8171,3,Hybrid-PQC,192.168.1.4,54080,2026-09-09T19:14:43.955321,2026-09-09T19:14:44.016843,1.088,61.522,1249,1268,1399,1268,SUCCESS
